BG,GT,Rep,BF,mat,AF,IT,ID,n,germ.1,germ.2,germ.3,germ.4,germ.5,germ.6,germ.7,germ.8,germ.9,germ.10,germ.11,germ.12,germ.13,germ.14,germ.15,germ.16,germ.17,germ.18
col,col ,1,18,18-18,18,18,1,20,0,0,1,2,4,8,8,9,9,9,9,9,9,9,9,9,9,9
col,col ,2,18,18-18,18,18,2,20,0,0,6,16,18,19,19,19,19,19,19,19,19,19,19,19,19,19
col,col ,3,18,18-18,18,18,3,20,0,1,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5
col,col ,4,18,18-18,18,18,4,20,0,1,6,14,15,17,17,17,17,17,17,17,17,17,17,17,17,17
col,col ,5,18,18-18,18,18,5,20,0,0,3,8,11,12,12,12,12,12,12,12,12,12,12,12,12,12
col,col ,6,18,18-18,18,18,6,20,0,0,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8
col,col ,7,18,18-18,18,18,7,20,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
col,col ,8,18,18-18,18,18,8,20,0,0,8,10,15,16,17,17,18,19,19,19,19,19,19,19,19,19
col,col ,9,18,18-18,18,18,9,20,0,0,4,5,6,8,9,9,9,9,9,9,9,9,9,9,9,9
col,col ,10,18,18-18,18,18,10,20,0,0,6,10,12,14,14,14,14,14,14,14,14,14,14,14,14,14
col,col ,11,18,18-18,18,18,11,20,0,0,2,6,7,10,10,10,10,10,10,10,10,10,10,10,10,10
col,col ,12,18,18-18,18,18,12,20,0,0,0,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7
col,col ,1,18,18-18,18,24,13,21,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,3,3,3
col,col ,2,18,18-18,18,24,14,20,0,0,0,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4
col,col ,3,18,18-18,18,24,15,20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,col ,4,18,18-18,18,24,16,20,0,0,2,4,8,9,9,9,9,9,9,9,9,9,9,9,9,9
col,col ,5,18,18-18,18,24,17,20,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,col ,6,18,18-18,18,24,18,20,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
col,col ,7,18,18-18,18,24,19,20,0,0,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9
col,col ,8,18,18-18,18,24,20,20,0,0,5,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8
col,col ,9,18,18-18,18,24,21,20,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,col ,10,18,18-18,18,24,22,20,0,0,2,7,7,7,7,8,9,10,10,10,10,10,10,10,10,10
col,col ,11,18,18-18,18,24,23,20,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,col ,12,18,18-18,18,24,24,20,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2
ler,ler ,1,18,18-18,18,18,25,20,0,0,0,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3
ler,ler ,2,18,18-18,18,18,26,20,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3
ler,ler ,3,18,18-18,18,18,27,20,0,0,1,3,9,12,12,12,13,13,13,13,13,13,13,13,13,13
ler,ler ,4,18,18-18,18,18,28,20,0,0,0,0,3,3,4,4,4,4,4,4,4,4,4,4,4,4
ler,ler ,5,18,18-18,18,18,29,20,0,0,1,6,7,7,9,10,10,10,11,11,11,11,11,11,11,11
ler,ler ,6,18,18-18,18,18,30,20,0,0,1,2,4,4,6,6,7,7,7,7,7,7,7,7,7,7
ler,ler ,7,18,18-18,18,18,31,20,0,0,0,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6
ler,ler ,8,18,18-18,18,18,32,20,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
ler,ler ,9,18,18-18,18,18,33,20,0,0,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,3
ler,ler ,10,18,18-18,18,18,34,20,0,0,0,1,6,7,8,8,8,8,8,8,8,8,8,8,8,8
ler,ler ,11,18,18-18,18,18,35,20,0,0,0,0,1,3,3,4,4,4,4,4,4,4,4,4,4,4
ler,ler ,12,18,18-18,18,18,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ler,ler ,1,18,18-18,18,24,37,20,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
ler,ler ,2,18,18-18,18,24,38,20,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2
ler,ler ,3,18,18-18,18,24,39,20,0,0,0,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5
ler,ler ,4,18,18-18,18,24,40,20,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
ler,ler ,5,18,18-18,18,24,41,20,0,0,3,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7
ler,ler ,6,18,18-18,18,24,42,20,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2
ler,ler ,7,18,18-18,18,24,43,21,0,1,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6
ler,ler ,8,18,18-18,18,24,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ler,ler ,9,18,18-18,18,24,45,20,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
ler,ler ,10,18,18-18,18,24,46,20,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
ler,ler ,11,18,18-18,18,24,47,20,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3
ler,ler ,12,18,18-18,18,24,48,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr2,1,18,18-18,18,18,49,20,0,0,5,10,15,17,17,18,18,18,18,18,18,18,18,18,18,18
col,rdr2,2,18,18-18,18,18,50,20,0,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7
col,rdr2,3,18,18-18,18,18,51,20,0,1,2,6,7,15,16,17,17,17,17,17,17,17,17,17,17,17
col,rdr2,4,18,18-18,18,18,52,20,0,0,5,6,12,14,14,14,14,14,14,14,14,14,14,14,14,14
col,rdr2,5,18,18-18,18,18,53,20,0,0,6,7,9,10,11,11,11,11,11,11,11,11,11,11,11,11
col,rdr2,6,18,18-18,18,18,54,20,0,0,0,0,3,6,8,8,8,8,8,8,8,8,8,8,8,8
col,rdr2,7,18,18-18,18,18,55,20,0,0,1,3,7,10,10,10,10,11,11,11,11,11,11,11,11,11
col,rdr2,8,18,18-18,18,18,56,20,0,0,2,7,10,11,11,11,11,11,11,11,11,11,11,11,11,11
col,rdr2,9,18,18-18,18,18,57,20,0,0,0,2,4,5,6,6,6,6,6,6,6,6,6,6,6,6
col,rdr2,1,18,18-18,18,24,58,20,0,0,1,2,4,4,4,5,6,7,8,9,10,12,15,15,15,15
col,rdr2,2,18,18-18,18,24,59,20,0,0,0,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4
col,rdr2,3,18,18-18,18,24,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr2,4,18,18-18,18,24,61,20,0,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,rdr2,5,18,18-18,18,24,62,20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdr2,6,18,18-18,18,24,63,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdr2,7,18,18-18,18,24,64,20,0,0,2,4,5,5,5,5,6,6,6,6,6,6,6,6,6,6
col,rdr2,8,18,18-18,18,24,65,20,0,0,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
col,rdr2,9,18,18-18,18,24,66,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,1,18,18-18,18,18,67,20,0,0,0,2,8,11,11,11,11,11,11,11,11,11,11,11,11,11
col,rdr6,2,18,18-18,18,18,68,20,0,0,1,2,4,6,7,7,7,7,7,7,7,7,7,7,7,7
col,rdr6,3,18,18-18,18,18,69,20,0,0,0,2,9,19,19,19,19,19,19,19,19,19,19,19,19,19
col,rdr6,4,18,18-18,18,18,70,20,0,0,2,7,10,12,12,12,12,12,12,12,12,12,12,12,12,12
col,rdr6,5,18,18-18,18,18,71,20,0,0,0,1,11,13,13,14,14,14,14,14,14,14,14,14,14,14
col,rdr6,6,18,18-18,18,18,72,20,0,0,1,4,11,11,12,12,12,12,13,13,13,13,13,13,13,13
col,rdr6,7,18,18-18,18,18,73,20,0,1,7,15,18,19,19,20,20,20,20,20,20,20,20,20,20,20
col,rdr6,8,18,18-18,18,18,74,20,0,1,4,10,15,18,18,18,18,18,18,18,18,18,18,18,18,18
col,rdr6,9,18,18-18,18,18,75,20,0,0,0,0,6,8,10,10,10,10,10,10,10,10,10,10,10,10
col,rdr6,1,18,18-18,18,24,76,20,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
col,rdr6,2,18,18-18,18,24,77,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,3,18,18-18,18,24,78,20,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdr6,4,18,18-18,18,24,79,20,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdr6,5,18,18-18,18,24,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,6,18,18-18,18,24,81,20,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdr6,7,18,18-18,18,24,82,20,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdr6,8,18,18-18,18,24,83,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdr6,9,18,18-18,18,24,84,20,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
col,dcl234,1,18,18-18,18,18,85,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,dcl234,2,18,18-18,18,18,86,20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,dcl234,3,18,18-18,18,18,87,20,0,0,0,9,0.9,9,9,9,9,9,9,9,9,9,9,9,9,9
col,dcl234,4,18,18-18,18,18,88,20,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,dcl234,5,18,18-18,18,18,89,20,0,0,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3
col,dcl234,6,18,18-18,18,18,90,20,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,dcl234,7,18,18-18,18,18,91,21,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
col,dcl234,8,18,18-18,18,18,92,20,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,dcl234,9,18,18-18,18,18,93,21,0,0,0,5,9,9,9,9,9,9,9,9,9,9,9,9,9,9
col,dcl234,1,18,18-18,18,24,94,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,2,18,18-18,18,24,95,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,3,18,18-18,18,24,96,20,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,dcl234,4,18,18-18,18,24,97,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,5,18,18-18,18,24,98,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,6,18,18-18,18,24,99,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,7,18,18-18,18,24,100,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,8,18,18-18,18,24,101,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,dcl234,9,18,18-18,18,24,102,20,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdd,1,18,18-18,18,18,103,20,0,0,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,rdd,2,18,18-18,18,18,104,20,0,0,2,6,7,10,10,10,10,10,10,10,10,10,10,10,10,10
col,rdd,3,18,18-18,18,18,105,20,0,0,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6
col,rdd,4,18,18-18,18,18,106,20,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,rdd,5,18,18-18,18,18,107,20,0,0,6,9,10,11,12,12,12,12,12,12,12,12,12,12,12,12
col,rdd,6,18,18-18,18,18,108,20,0,0,0,0,0,2,2,2,3,3,3,3,3,3,3,3,3,3
col,rdd,7,18,18-18,18,18,109,20,0,0,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
col,rdd,8,18,18-18,18,18,110,20,0,0,2,3,5,5,5,6,6,6,6,6,6,6,6,6,6,6
col,rdd,9,18,18-18,18,18,111,20,0,0,3,6,6,8,8,8,9,9,9,9,9,9,9,9,9,9
col,rdd,1,18,18-18,18,24,112,20,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdd,2,18,18-18,18,24,113,20,0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
col,rdd,3,18,18-18,18,24,114,20,0,0,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,rdd,4,18,18-18,18,24,115,20,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdd,5,18,18-18,18,24,116,20,0,0,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8
col,rdd,6,18,18-18,18,24,117,20,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
col,rdd,7,18,18-18,18,24,118,20,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,rdd,8,18,18-18,18,24,119,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
col,rdd,9,18,18-18,18,24,120,20,0,0,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,nrpd2a,1,18,18-18,18,18,121,20,0,0,5,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8
col,nrpd2a,2,18,18-18,18,18,122,20,0,5,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
col,nrpd2a,3,18,18-18,18,18,123,20,0,1,4,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12
col,nrpd2a,4,18,18-18,18,18,124,20,0,0,6,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
col,nrpd2a,5,18,18-18,18,18,125,20,0,2,5,12,15,15,15,15,15,15,15,15,15,15,15,15,15,15
col,nrpd2a,6,18,18-18,18,18,126,20,0,2,8,14,17,17,17,17,17,17,17,17,17,17,17,17,17,17
col,nrpd2a,7,18,18-18,18,18,127,20,0,0,8,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13
col,nrpd2a,8,18,18-18,18,18,128,20,0,0,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
col,nrpd2a,9,18,18-18,18,18,129,20,0,0,3,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11
col,nrpd2a,1,18,18-18,18,24,130,20,0,0,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6
col,nrpd2a,2,18,18-18,18,24,131,20,0,0,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
col,nrpd2a,3,18,18-18,18,24,132,20,0,5,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
col,nrpd2a,4,18,18-18,18,24,133,17,0,0,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
col,nrpd2a,5,18,18-18,18,24,134,20,0,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,nrpd2a,6,18,18-18,18,24,135,20,0,0,3,9,11,11,11,11,11,11,11,11,11,11,11,11,11,11
col,nrpd2a,7,18,18-18,18,24,136,20,0,2,6,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11
col,nrpd2a,8,18,18-18,18,24,137,20,0,0,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
col,nrpd2a,9,18,18-18,18,24,138,20,0,1,3,3,8,9,9,9,9,9,9,9,9,9,9,9,9,9
col,ago4,1,18,18-18,18,18,139,20,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
col,ago4,2,18,18-18,18,18,140,20,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
col,ago4,3,18,18-18,18,18,141,20,0,1,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7
col,ago4,4,18,18-18,18,18,142,20,0,0,4,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14
col,ago4,5,18,18-18,18,18,143,20,0,0,2,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
col,ago4,6,18,18-18,18,18,144,20,0,0,9,9,16,18,18,18,18,18,18,18,18,18,18,18,18,18
col,ago4,7,18,18-18,18,18,145,20,0,0,4,8,9,10,11,11,11,11,11,11,11,11,11,11,11,11
col,ago4,8,18,18-18,18,18,146,20,0,0,5,10,11,12,14,14,14,14,14,14,14,14,14,14,14,14
col,ago4,9,18,18-18,18,18,147,20,0,0,4,10,13,14,14,14,14,14,14,14,14,14,14,14,14,14
col,ago4,1,18,18-18,18,24,148,20,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,ago4,2,18,18-18,18,24,149,20,0,0,1,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12
col,ago4,3,18,18-18,18,24,150,20,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
col,ago4,4,18,18-18,18,24,151,20,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,ago4,5,18,18-18,18,24,152,20,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
col,ago4,6,18,18-18,18,24,153,21,0,0,1,3,11,12,12,12,12,12,12,12,12,12,12,12,12,12
col,ago4,7,18,18-18,18,24,154,20,0,0,2,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7
col,ago4,8,18,18-18,18,24,155,20,0,0,3,4,7,8,8,8,8,8,8,8,8,8,8,8,8,8
col,ago4,9,18,18-18,18,24,156,20,0,0,7,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10
col,col ,1,18,18-24,24,18,157,20,0,4,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
col,col ,2,18,18-24,24,18,158,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,3,18,18-24,24,18,159,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,4,18,18-24,24,18,160,20,0,2,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,5,18,18-24,24,18,161,20,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
col,col ,6,18,18-24,24,18,162,20,0,0,16,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,7,18,18-24,24,18,163,20,0,1,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,8,18,18-24,24,18,164,20,0,0,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
col,col ,9,18,18-24,24,18,165,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,10,18,18-24,24,18,166,20,0,1,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,11,18,18-24,24,18,167,20,0,0,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,12,18,18-24,24,18,168,20,0,0,11,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18
col,col ,1,18,18-24,24,24,169,21,0,2,15,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18
col,col ,2,18,18-24,24,24,170,20,0,2,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,3,18,18-24,24,24,171,21,0,0,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,4,18,18-24,24,24,172,20,0,0,15,18,19,20,20,20,20,20,20,20,20,20,20,20,20,20
col,col ,5,18,18-24,24,24,173,20,0,0,5,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16
col,col ,6,18,18-24,24,24,174,18,0,0,8,13,15,17,17,17,17,17,17,17,17,17,17,17,17,17
col,col ,7,18,18-24,24,24,175,20,0,0,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
col,col ,8,18,18-24,24,24,176,20,0,1,12,13,15,15,15,15,15,15,15,15,15,15,15,15,15,15
col,col ,9,18,18-24,24,24,177,20,0,0,15,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19
col,col ,10,18,18-24,24,24,178,20,0,2,16,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19
col,col ,11,18,18-24,24,24,179,20,0,0,10,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
col,col ,12,18,18-24,24,24,180,20,0,0,6,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12
ler,ler ,1,18,18-24,24,18,181,20,0,0,17,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19
ler,ler ,2,18,18-24,24,18,182,20,0,0,16,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,3,18,18-24,24,18,183,20,0,1,15,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
ler,ler ,4,18,18-24,24,18,184,20,0,0,0,6,18,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,5,18,18-24,24,18,185,20,0,0,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16
ler,ler ,6,18,18-24,24,18,186,21,0,0,9,15,19,21,21,21,21,21,21,21,21,21,21,21,21,21
ler,ler ,7,18,18-24,24,18,187,20,0,0,8,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19
ler,ler ,8,18,18-24,24,18,188,21,0,0,12,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,9,18,18-24,24,18,189,20,0,0,8,16,19,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,10,18,18-24,24,18,190,20,0,0,5,17,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,11,18,18-24,24,18,191,20,0,0,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
ler,ler ,12,18,18-24,24,18,192,20,0,0,8,16,17,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,1,18,18-24,24,24,193,20,0,1,12,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,2,18,18-24,24,24,194,20,0,1,9,12,15,16,16,17,17,17,17,17,17,17,17,17,17,17
ler,ler ,3,18,18-24,24,24,195,20,0,0,11,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17
ler,ler ,4,18,18-24,24,24,196,20,0,0,0,1,6,11,14,14,15,15,15,15,15,15,15,15,15,15
ler,ler ,5,18,18-24,24,24,197,20,0,0,15,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18
ler,ler ,6,18,18-24,24,24,198,20,0,0,8,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17
ler,ler ,7,18,18-24,24,24,199,20,0,0,6,10,16,19,19,19,19,19,19,19,19,19,19,19,19,19
ler,ler ,8,18,18-24,24,24,200,20,0,0,11,18,20,20,20,20,20,20,20,20,20,20,20,20,20,20
ler,ler ,9,18,18-24,24,24,201,21,0,0,4,12,12,15,16,18,19,19,19,19,19,19,19,19,19,19
ler,ler ,10,18,18-24,24,24,202,20,0,0,3,10,18,19,19,19,19,19,19,19,19,19,19,19,19,19
ler,ler ,11,18,18-24,24,24,203,20,0,0,17,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
ler,ler ,12,18,18-24,24,24,204,20,0,0,9,13,14,15,15,15,15,15,15,15,15,15,15,15,15,15
col,rdr2,1,18,18-24,24,18,205,20,0,0,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20
col,rdr2,2,18,18-24,24,18,206,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,rdr2,3,18,18-24,24,18,207,20,0,0,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,rdr2,4,18,18-24,24,18,208,20,0,5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,rdr2,5,18,18-24,24,18,209,12,0,0,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
col,rdr2,6,18,18-24,24,18,210,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,rdr2,7,18,18-24,24,18,211,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
col,rdr2,8,18,18-24,24,18,212,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
