Day,Ecotype,Mat+AC0-Treat,Frec
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,V,38
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Wa,NV,48
6,Ra,V,1
6,Ra,NV,2
6,Ra,NV,2
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,V,32
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Sha,NV,41
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,V,52
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Ler,NV,62
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,V,78
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Oy,NV,47
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,V,54
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Tu,NV,73
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,V,14
6,Ws,NV,6
6,Ws,NV,6
6,Ws,NV,6
6,Ws,NV,6
6,Ws,NV,6
6,Ws,NV,6
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,V,28
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Cen,NV,47
6,Omo,NV,2
6,Omo,NV,2
11,Wa,V,5
11,Wa,V,5
11,Wa,V,5
11,Wa,V,5
11,Wa,V,5
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Wa,NV,28
11,Ra,V,1
11,Ra,NV,3
11,Ra,NV,3
11,Ra,NV,3
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,V,32
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Sha,NV,22
11,Ler,V,7
11,Ler,V,7
11,Ler,V,7
11,Ler,V,7
11,Ler,V,7
11,Ler,V,7
11,Ler,V,7
11,Ler,NV,9
11,Ler,NV,9
11,Ler,NV,9
11,Ler,NV,9
11,Ler,NV,9
11,Ler,NV,9
11,Ler,NV,9
11,Ler,NV,9
11,Ler,NV,9
11,Oy,V,4
11,Oy,V,4
11,Oy,V,4
11,Oy,V,4
11,Oy,NV,9
11,Oy,NV,9
11,Oy,NV,9
11,Oy,NV,9
11,Oy,NV,9
11,Oy,NV,9
11,Oy,NV,9
11,Oy,NV,9
11,Oy,NV,9
11,Cvi,NV,1
11,Tu,V,5
11,Tu,V,5
11,Tu,V,5
11,Tu,V,5
11,Tu,V,5
11,Tu,NV,2
11,Tu,NV,2
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,V,10
11,Ws,NV,5
11,Ws,NV,5
11,Ws,NV,5
11,Ws,NV,5
11,Ws,NV,5
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,V,12
11,Cen,NV,5
11,Cen,NV,5
11,Cen,NV,5
11,Cen,NV,5
11,Cen,NV,5
11,Omo,V,1
19,Wa,V,3
19,Wa,V,3
19,Wa,V,3
19,Ra,V,5
19,Ra,V,5
19,Ra,V,5
19,Ra,V,5
19,Ra,V,5
19,Sha,NV,1
19,Ler,V,3
19,Ler,V,3
19,Ler,V,3
19,Ler,NV,1
19,Oy,V,2
19,Oy,V,2
19,Oy,NV,1
19,Tu,V,1
19,Tu,NV,2
19,Tu,NV,2
19,Ws,V,2
19,Ws,V,2
19,Ws,NV,1
19,Cen,V,2
19,Cen,V,2
19,Cen,NV,2
19,Cen,NV,2
19,Omo,NV,1
24,Cen,V,1
24,Cen,NV,1
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,V,29
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Wa,NV,17
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,V,94
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
35,Ra,NV,76
